Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
322,Jusuf Nurkic\nurkiju01,C,22,POR,3,77,18.8,.567,.000,.269,8.5,24.8,16.5,16.6,4.5,3.2,21.6,21.1,,0.0,0.1,0.2,.106,,-2.0,4.1,2.1,0.1
323,Johnny O'Bryant\obryajo01,PF,23,DEN,7,46,14.5,.597,.200,.267,11.9,14.7,13.3,6.3,0.0,1.7,15.2,18.1,,0.1,0.0,0.1,.093,,-0.7,-3.3,-4.0,0.0
324,Kyle O'Quinn\oquinky01,PF,26,NYK,58,898,21.1,.556,.033,.186,14.4,24.6,19.5,13.3,1.7,7.2,14.6,18.6,,1.5,1.4,2.9,.154,,-0.1,3.9,3.8,1.3
325,Daniel Ochefu\ochefda01,C,23,WAS,14,48,3.4,.415,.000,.125,4.8,30.3,17.6,5.9,1.0,0.0,15.1,18.2,,-0.1,0.1,0.0,-0.037,,-9.0,-1.6,-10.6,-0.1
326,Jahlil Okafor\okafoja01,C,21,PHI,41,942,14.8,.543,.000,.355,7.9,15.1,11.5,8.3,0.7,3.5,12.7,23.2,,0.3,0.9,1.2,.062,,-3.1,0.0,-3.1,-0.3
327,Victor Oladipo\oladivi01,SG,24,OKC,48,1616,14.0,.537,.387,.167,1.9,12.4,7.2,11.9,1.8,0.8,9.5,21.0,,1.5,1.7,3.2,.095,,-0.1,-0.8,-1.0,0.4
328,Kelly Olynyk\olynyke01,C,25,BOS,53,1124,15.1,.607,.412,.232,4.8,20.6,12.7,14.1,1.6,1.5,14.7,18.6,,1.5,1.3,2.8,.120,,0.3,0.4,0.7,0.8
329,Arinze Onuaku\onuakar01,C,29,ORL,8,28,5.8,.500,.000,.000,7.7,16.1,11.8,10.0,0.0,2.9,33.3,9.5,,0.0,0.0,0.0,.000,,-6.5,0.9,-5.6,0.0
330,Chinanu Onuaku\onuakch01,C,20,HOU,2,10,37.3,1.042,.000,1.000,11.0,22.2,16.6,15.8,4.8,0.0,0.0,12.3,,0.1,0.0,0.1,.524,,10.6,2.1,12.7,0.0
331,Kelly Oubre\oubreke01,SF,21,WAS,55,1123,8.6,.512,.462,.213,4.0,14.0,9.1,4.0,1.8,0.7,9.1,14.2,,0.4,1.2,1.5,.066,,-1.9,-0.4,-2.4,-0.1
332,Zaza Pachulia\pachuza01,C,32,GSW,47,879,16.7,.609,.000,.503,13.0,21.7,17.6,13.7,2.4,2.2,19.6,14.5,,1.9,1.7,3.6,.195,,0.4,3.4,3.7,1.3
333,Georgios Papagiannis\papagge01,C,19,SAC,6,26,9.0,.750,.000,.000,4.5,17.8,11.1,0.0,0.0,3.6,20.0,8.7,,0.0,0.0,0.0,.067,,-5.2,-2.7,-7.9,0.0
334,Jabari Parker\parkeja01,PF,21,MIL,51,1728,19.0,.563,.219,.268,5.4,15.3,10.4,14.0,1.5,1.1,9.2,26.1,,2.8,1.3,4.1,.113,,1.7,-1.5,0.2,1.0
335,Tony Parker\parketo01,PG,34,SAS,45,1171,14.2,.526,.111,.194,0.9,7.2,4.1,28.8,1.0,0.1,11.4,19.9,,1.6,1.2,2.8,.114,,-0.4,-2.0,-2.4,-0.1
336,Chandler Parsons\parsoch01,SF,28,MEM,29,563,8.2,.440,.413,.185,0.6,13.9,7.1,13.0,1.6,0.7,8.1,17.9,,-0.3,0.6,0.3,.030,,-3.4,-0.2,-3.7,-0.2
337,Lamar Patterson\pattela01,SG,25,ATL,5,40,-1.8,.276,.400,.200,2.8,16.2,9.6,20.9,1.2,0.0,19.7,22.2,,-0.2,0.0,-0.1,-0.179,,-9.8,-1.2,-11.1,-0.1
338,Patrick Patterson\pattepa01,PF,27,TOR,43,1143,10.6,.524,.675,.157,4.7,17.3,10.9,7.1,1.4,1.3,9.0,12.6,,1.1,1.0,2.1,.088,,0.5,0.4,0.9,0.8
339,Chris Paul\paulch01,PG,31,LAC,38,1186,26.6,.600,.391,.359,2.5,16.5,9.6,49.7,3.5,0.3,14.0,24.0,,4.9,1.8,6.6,.269,,7.8,1.4,9.2,3.4
340,Adreian Payne\paynead01,PF,25,MIN,12,92,14.3,.526,.256,.385,7.4,17.9,12.6,6.9,2.8,3.8,13.3,25.3,,0.0,0.1,0.2,.081,,-2.4,-0.4,-2.8,0.0
341,Cameron Payne\payneca01,PG,22,TOT,21,332,6.3,.416,.414,.030,0.7,9.9,5.3,18.2,1.5,1.2,12.4,19.7,,-0.4,0.3,-0.1,-0.015,,-4.7,-2.1,-6.8,-0.4
341,Cameron Payne\payneca01,PG,22,OKC,20,320,6.1,.402,.400,.031,0.7,9.9,5.3,18.4,1.5,1.2,11.4,19.7,,-0.4,0.3,-0.1,-0.017,,-4.9,-2.0,-6.9,-0.4
341,Cameron Payne\payneca01,PG,22,CHI,1,12,12.5,1.000,1.000,.000,0.0,9.2,4.5,13.3,0.0,0.0,40.0,18.1,,0.0,0.0,0.0,.038,,1.0,-4.5,-3.4,0.0
342,Elfrid Payton\paytoel01,PG,22,ORL,60,1740,15.6,.507,.191,.225,3.1,11.7,7.3,32.1,1.9,1.3,14.4,21.9,,0.9,1.5,2.5,.068,,-0.1,0.0,-0.1,0.8
343,Paul Pierce\piercpa01,SF,39,LAC,13,153,4.6,.529,.659,.244,0.0,12.8,6.5,1.8,1.0,1.6,15.0,15.5,,-0.1,0.1,0.0,.006,,-3.8,-1.5,-5.3,-0.1
344,Marshall Plumlee\plumlma02,C,24,NYK,8,65,8.6,.678,.000,1.500,13.2,14.8,14.0,7.9,0.8,2.5,37.6,7.0,,0.1,0.0,0.1,.069,,-2.0,0.7,-1.3,0.0
345,Mason Plumlee\plumlma01,C,26,TOT,58,1612,18.6,.553,.013,.524,8.4,23.3,15.8,21.5,1.6,3.2,14.3,18.1,,2.8,1.7,4.5,.135,,0.2,2.6,2.8,2.0
345,Mason Plumlee\plumlma01,C,26,POR,54,1516,18.8,.552,.011,.507,8.6,23.2,15.8,21.6,1.6,3.4,14.1,18.2,,2.7,1.6,4.3,.137,,0.2,2.8,3.0,1.9
345,Mason Plumlee\plumlma01,C,26,DEN,4,96,14.9,.576,.045,.864,5.7,25.8,15.6,19.2,1.5,0.8,16.5,16.0,,0.1,0.1,0.2,.104,,-1.0,0.3,-0.6,0.0
346,Miles Plumlee\plumlmi01,C,28,TOT,37,377,8.7,.519,.000,.443,8.3,13.3,10.8,7.4,1.6,2.8,20.9,14.3,,-0.1,0.4,0.3,.036,,-4.2,0.5,-3.7,-0.2
346,Miles Plumlee\plumlmi01,C,28,MIL,32,310,8.0,.492,.000,.515,8.7,11.0,9.9,8.1,1.8,2.6,20.9,15.3,,-0.1,0.3,0.1,.017,,-4.4,0.2,-4.1,-0.2
346,Miles Plumlee\plumlmi01,C,28,CHO,5,67,11.9,.727,.000,.000,6.5,23.9,15.3,4.6,0.7,3.8,21.4,9.3,,0.1,0.1,0.2,.124,,-3.6,1.8,-1.7,0.0
347,Jakob Poeltl\poeltja01,C,21,TOR,34,352,9.6,.512,.000,.508,13.4,15.6,14.5,3.5,1.6,2.2,16.2,10.9,,0.3,0.4,0.7,.092,,-1.9,0.6,-1.3,0.1
348,Otto Porter\porteot01,SF,23,WAS,57,1939,17.7,.645,.439,.148,4.4,17.6,11.1,6.5,2.2,1.4,5.8,15.2,,4.8,2.6,7.4,.183,,3.0,1.1,4.1,3.0
349,Bobby Portis\portibo01,PF,21,CHI,41,507,13.7,.535,.235,.200,9.5,20.7,15.0,6.8,0.7,0.9,10.6,17.8,,0.5,0.5,1.0,.097,,-1.6,-1.6,-3.1,-0.1
350,Kristaps Porzingis\porzikr01,PF,21,NYK,50,1635,17.3,.549,.332,.256,5.4,17.6,11.5,6.4,1.1,4.8,9.7,24.0,,2.0,1.5,3.4,.101,,0.2,-0.2,0.0,0.8
351,Dwight Powell\poweldw01,C,25,DAL,58,1038,18.9,.592,.094,.378,8.5,19.6,13.8,6.8,2.8,2.9,6.1,15.8,,2.4,1.7,4.1,.191,,-0.1,2.9,2.7,1.2
352,Norman Powell\powelno01,SG,23,TOR,56,965,13.1,.542,.326,.275,2.1,11.8,6.9,8.9,2.1,1.1,11.2,19.5,,0.7,0.9,1.6,.079,,-0.9,-0.9,-1.8,0.1
353,Ronnie Price\pricero01,PG,33,PHO,2,7,18.8,1.500,1.000,.000,0.0,0.0,0.0,0.0,6.9,0.0,50.0,12.1,,0.0,0.0,0.0,.077,,4.2,1.1,5.3,0.0
354,Tim Quarterman\quartti01,SG,22,POR,13,44,19.5,.731,.462,.000,5.0,10.2,7.5,29.0,1.1,3.7,23.5,16.9,,0.1,0.0,0.1,.158,,2.0,-1.5,0.5,0.0
355,Chasson Randle\randlch01,PG,23,PHI,8,74,17.8,.671,.577,.462,0.0,7.4,3.7,13.3,2.0,1.1,8.8,20.1,,0.2,0.1,0.3,.201,,2.7,-2.6,0.1,0.0
356,Julius Randle\randlju01,PF,22,LAL,52,1469,15.4,.532,.050,.368,6.8,25.1,15.7,20.1,1.2,1.2,16.9,21.8,,0.9,1.1,2.0,.064,,-1.4,0.7,-0.7,0.5
357,Zach Randolph\randoza01,PF,35,MEM,52,1267,19.1,.496,.098,.191,11.3,27.9,19.3,13.5,1.1,0.6,8.2,28.9,,0.9,1.8,2.8,.105,,-1.1,-0.4,-1.5,0.2
358,J.J. Redick\redicjj01,SG,32,LAC,56,1598,14.1,.585,.530,.199,0.8,7.6,4.3,7.4,1.3,0.4,9.2,22.1,,2.0,1.0,3.0,.089,,1.7,-2.3,-0.6,0.6
359,Willie Reed\reedwi02,C,26,MIA,50,735,17.5,.582,.015,.296,13.6,22.2,17.9,3.6,0.8,3.7,8.4,15.1,,1.5,1.1,2.6,.170,,-1.4,0.6,-0.8,0.2
360,Josh Richardson\richajo01,SG,23,MIA,31,911,9.1,.475,.463,.106,1.8,9.9,5.8,13.4,1.4,1.2,11.1,18.4,,-0.3,0.9,0.6,.031,,-1.8,-0.1,-1.9,0.0
361,Malachi Richardson\richama01,SG,21,SAC,22,198,9.6,.517,.412,.279,1.8,11.7,6.7,8.8,1.3,0.5,9.5,19.3,,0.0,0.1,0.1,.033,,-2.7,-3.0,-5.7,-0.2
362,Austin Rivers\riverau01,SG,24,LAC,57,1612,12.0,.547,.402,.250,1.2,6.7,4.0,15.9,1.3,0.5,11.9,20.2,,1.3,1.0,2.2,.067,,0.3,-1.7,-1.4,0.3
363,Andre Roberson\roberan03,SF,25,OKC,59,1804,9.4,.505,.413,.244,4.2,14.4,9.3,4.4,1.8,2.5,9.1,10.4,,0.6,2.3,3.0,.079,,-2.4,1.8,-0.5,0.7
364,Brian Roberts\roberbr01,PG,31,CHO,23,179,11.0,.513,.340,.511,1.8,10.1,6.0,23.7,0.6,0.0,14.8,16.9,,0.1,0.1,0.3,.068,,-2.8,-2.8,-5.5,-0.2
365,Glenn Robinson\robingl02,SF,23,IND,58,1252,11.0,.562,.353,.214,4.7,13.9,9.4,4.8,1.3,1.2,9.5,12.7,,1.0,0.9,2.0,.076,,-1.1,-0.3,-1.4,0.2
366,Thomas Robinson\robinth01,PF,25,LAL,35,391,17.0,.521,.000,.314,16.8,27.2,21.8,9.1,2.5,1.9,16.7,17.6,,0.3,0.5,0.8,.094,,-1.8,0.9,-0.9,0.1
367,Sergio Rodriguez\rodrise01,PG,30,PHI,54,1219,10.8,.480,.476,.048,1.4,10.6,6.0,35.5,1.6,0.3,19.9,19.8,,-0.6,0.9,0.3,.014,,-1.8,-2.0,-3.8,-0.5
368,Rajon Rondo\rondora01,PG,30,CHI,50,1314,11.9,.422,.218,.098,3.7,17.6,10.5,36.2,2.6,0.5,23.2,17.0,,-1.0,1.7,0.8,.027,,-2.4,1.4,-1.1,0.3
369,Derrick Rose\rosede01,PG,28,NYK,51,1653,16.1,.517,.071,.227,3.6,9.5,6.5,22.6,1.1,0.8,12.5,25.8,,1.4,0.4,1.8,.052,,-0.3,-2.1,-2.5,-0.2
370,Terrence Ross\rosste01,SF,25,TOT,56,1275,15.2,.558,.530,.104,1.4,11.8,6.6,5.9,2.3,1.4,6.0,19.9,,1.7,1.2,2.9,.111,,1.3,-1.1,0.2,0.7
370,Terrence Ross\rosste01,SF,25,TOR,54,1207,14.9,.558,.534,.104,1.3,11.8,6.5,5.8,2.2,1.4,6.2,19.7,,1.6,1.1,2.7,.109,,1.3,-1.2,0.1,0.6
370,Terrence Ross\rosste01,SF,25,ORL,2,68,19.0,.555,.469,.094,3.2,11.6,7.3,7.6,3.7,1.2,2.9,22.4,,0.1,0.1,0.2,.139,,1.9,-0.7,1.2,0.1
371,Terry Rozier\roziete01,PG,22,BOS,55,996,10.9,.478,.408,.172,3.4,15.6,9.5,14.1,1.6,0.8,9.3,16.4,,0.3,0.9,1.2,.056,,-2.3,-0.3,-2.6,-0.2
372,Ricky Rubio\rubiori01,PG,26,MIN,54,1735,15.4,.530,.352,.456,3.2,10.7,6.9,36.9,2.8,0.3,22.5,15.2,,2.6,1.4,4.0,.111,,0.9,-0.6,0.3,1.0
373,Damjan Rudez\rudezda01,SF,30,ORL,36,270,7.4,.507,.771,.000,2.0,7.5,4.7,9.1,2.0,0.3,10.3,12.8,,0.0,0.2,0.2,.038,,-1.9,-1.3,-3.3,-0.1
374,Brandon Rush\rushbr01,SG,31,MIN,26,489,6.6,.478,.598,.103,1.9,10.1,5.9,5.0,1.3,2.1,12.1,10.4,,-0.1,0.3,0.2,.016,,-2.7,0.0,-2.7,-0.1
375,D'Angelo Russell\russeda01,PG,20,LAL,44,1177,15.6,.509,.438,.219,2.3,13.4,7.7,28.8,2.3,0.9,15.8,27.1,,0.1,0.7,0.8,.033,,1.1,-1.3,-0.2,0.6
376,Domantas Sabonis\sabondo01,PF,20,OKC,59,1267,6.8,.476,.351,.097,3.0,15.9,9.5,7.0,1.2,1.6,14.9,14.9,,-0.8,1.4,0.6,.021,,-4.6,0.0,-4.6,-0.8
377,Dario Saric\saricda01,PF,22,PHI,59,1476,12.0,.499,.385,.216,6.3,20.9,13.6,12.8,1.2,0.9,14.8,23.1,,-0.9,1.5,0.7,.022,,-2.3,-0.3,-2.6,-0.2
378,Tomas Satoransky\satorto01,SG,25,WAS,40,560,8.8,.486,.241,.232,4.3,9.2,6.8,17.3,1.8,0.8,20.1,12.1,,0.1,0.5,0.6,.053,,-2.8,0.1,-2.7,-0.1
379,Dennis Schroder\schrode01,PG,23,ATL,58,1789,16.6,.539,.244,.230,1.7,8.6,5.2,35.5,1.2,0.4,15.6,27.2,,1.5,1.6,3.0,.081,,1.0,-2.0,-1.0,0.4
380,Luis Scola\scolalu01,PF,36,BRK,36,461,13.9,.550,.331,.245,11.8,19.9,15.9,12.7,1.4,0.7,16.9,18.6,,0.4,0.3,0.7,.074,,-0.8,-0.5,-1.3,0.1
381,Mike Scott\scottmi01,PF,28,ATL,18,195,6.2,.366,.466,.138,5.7,15.0,10.4,12.4,1.0,1.3,11.5,15.6,,-0.3,0.2,0.0,-0.011,,-5.0,0.0,-5.1,-0.1
382,Thabo Sefolosha\sefolth01,SF,32,ATL,47,1198,12.8,.534,.275,.184,3.3,14.4,9.0,9.0,3.2,1.8,11.2,13.7,,0.6,2.0,2.7,.106,,-1.7,3.1,1.5,1.0
383,Kevin Seraphin\serapke01,PF,27,IND,35,418,13.3,.544,.014,.072,8.5,20.2,14.5,7.2,0.5,3.1,11.8,17.2,,0.3,0.4,0.6,.074,,-3.1,-0.3,-3.4,-0.1
384,Ramon Sessions\sessira01,PG,30,CHO,50,811,12.2,.495,.236,.449,1.6,8.2,4.9,24.4,1.5,0.3,12.7,19.9,,0.3,0.7,1.0,.061,,-2.4,-2.0,-4.4,-0.5
385,Iman Shumpert\shumpim01,SG,26,CLE,54,1374,9.9,.553,.582,.199,2.6,10.3,6.5,8.1,1.9,1.0,12.5,13.6,,0.9,1.2,2.1,.075,,-0.4,0.5,0.1,0.7
386,Pascal Siakam\siakapa01,PF,22,TOR,48,806,11.1,.522,.021,.171,8.2,15.2,11.7,2.7,1.4,4.5,13.4,12.8,,0.4,0.9,1.3,.077,,-2.9,1.5,-1.4,0.1
387,Jonathon Simmons\simmojo02,SG,27,SAS,54,969,10.6,.515,.228,.346,1.7,12.2,7.1,12.8,1.8,1.7,14.2,18.1,,0.1,1.5,1.6,.077,,-2.5,1.1,-1.5,0.1
388,Kyle Singler\singlky01,SF,28,OKC,27,282,4.5,.493,.473,.200,1.6,10.9,6.2,2.4,0.5,1.1,14.3,10.5,,-0.1,0.2,0.1,.016,,-5.4,-1.7,-7.0,-0.4
389,Marcus Smart\smartma01,PG,22,BOS,57,1769,12.3,.497,.435,.306,3.6,10.6,7.1,20.9,2.7,1.0,15.9,18.5,,0.5,1.9,2.3,.063,,-0.8,0.7,-0.1,0.8
390,Ish Smith\smithis01,PG,28,DET,58,1364,13.6,.473,.145,.145,1.1,12.1,6.5,31.7,1.5,1.5,13.8,19.2,,0.4,1.6,1.9,.068,,-1.8,0.5,-1.3,0.2
391,J.R. Smith\smithjr01,SG,31,CLE,21,607,7.8,.481,.750,.049,1.5,6.5,4.1,6.0,2.1,1.2,7.4,14.7,,-0.1,0.5,0.5,.037,,-0.7,-0.1,-0.9,0.2
392,Jason Smith\smithja02,C,30,WAS,54,714,12.5,.572,.098,.167,8.5,18.8,13.7,3.7,1.0,4.5,15.4,16.8,,0.4,1.0,1.4,.091,,-3.3,0.6,-2.7,-0.1
393,Tony Snell\snellto01,SG,25,MIL,57,1635,9.5,.605,.680,.107,1.2,11.7,6.6,5.8,0.9,0.8,8.4,11.5,,1.6,0.7,2.3,.068,,0.4,-1.2,-0.9,0.5
394,Marreese Speights\speigma01,C,29,LAC,59,961,19.1,.594,.495,.300,7.7,23.1,15.6,8.6,1.0,2.4,9.1,24.4,,2.4,1.2,3.6,.179,,2.5,-1.1,1.4,0.8
395,Nik Stauskas\stausni01,SG,23,PHI,57,1530,9.3,.556,.560,.246,1.0,10.3,5.6,12.4,1.0,1.4,15.3,15.7,,0.4,1.0,1.4,.044,,-1.5,-0.5,-2.0,0.0
396,Lance Stephenson\stephla01,SG,26,TOT,10,211,9.7,.491,.153,.139,1.5,11.5,6.4,23.9,0.5,0.4,14.5,18.8,,0.0,0.1,0.1,.013,,-3.6,-2.5,-6.2,-0.2
396,Lance Stephenson\stephla01,SG,26,NOP,6,162,10.3,.496,.182,.145,1.9,9.8,5.8,28.3,0.6,0.5,15.8,19.0,,0.0,0.1,0.1,.024,,-2.9,-2.3,-5.2,-0.1
396,Lance Stephenson\stephla01,SG,26,MIN,4,49,7.5,.475,.059,.118,0.0,16.8,8.3,9.4,0.0,0.0,10.1,17.9,,0.0,0.0,0.0,-0.022,,-5.9,-3.4,-9.3,-0.1
397,Jarnell Stokes\stokeja01,PF,23,DEN,2,7,31.6,.798,.000,2.000,15.7,16.1,15.9,40.8,7.0,0.0,0.0,11.3,,0.1,0.0,0.1,.471,,11.8,3.4,15.2,0.0
398,Diamond Stone\stonedi01,C,19,LAC,7,24,-1.2,.339,.000,.308,4.7,22.6,13.8,0.0,0.0,3.4,11.9,31.1,,-0.1,0.0,-0.1,-0.208,,-17.0,-6.9,-23.9,-0.1
399,Rodney Stuckey\stuckro01,PG,30,IND,28,521,13.3,.539,.231,.482,1.3,12.4,7.0,16.5,1.3,0.0,13.9,23.5,,0.2,0.3,0.5,.050,,-1.9,-2.4,-4.3,-0.3
400,Jared Sullinger\sullija01,PF,24,TOR,11,118,5.6,.359,.375,.167,9.5,16.5,13.0,3.7,1.7,0.7,7.2,21.0,,-0.2,0.1,-0.1,-0.046,,-5.1,-2.9,-8.0,-0.2
401,Walter Tavares\tavarwa01,C,24,ATL,1,4,13.2,.532,.000,2.000,0.0,27.0,13.7,0.0,0.0,0.0,0.0,20.6,,0.0,0.0,0.0,-0.046,,-8.0,-7.0,-15.0,0.0
402,Jeff Teague\teaguje01,PG,28,IND,60,1956,19.4,.573,.257,.481,1.5,12.7,7.2,37.5,2.1,1.2,17.0,22.3,,4.1,1.8,5.9,.144,,2.4,-0.4,2.1,2.0
403,Mirza Teletovic\teletmi01,PF,31,MIL,48,769,9.1,.527,.740,.125,1.5,14.9,8.3,6.7,0.5,1.2,9.8,19.7,,0.0,0.4,0.3,.021,,-1.1,-3.6,-4.6,-0.5
404,Garrett Temple\templga01,SG,30,SAC,49,1301,11.2,.561,.515,.202,2.4,9.2,5.8,12.8,2.3,1.6,13.0,13.3,,1.1,1.0,2.0,.075,,-0.2,0.4,0.2,0.7
405,Jason Terry\terryja01,SG,39,MIL,50,862,8.6,.592,.733,.120,1.4,6.2,3.8,10.3,1.6,1.4,12.7,9.5,,0.8,0.4,1.2,.066,,-0.4,-1.1,-1.5,0.1
406,Isaiah Thomas\thomais02,PG,27,BOS,56,1930,26.9,.622,.425,.443,1.9,7.1,4.5,33.6,1.1,0.3,10.3,34.3,,8.6,0.9,9.5,.237,,9.1,-3.8,5.3,3.6
407,Lance Thomas\thomala01,PF,28,NYK,35,656,7.0,.505,.339,.194,3.1,10.0,6.5,4.4,1.1,0.5,10.0,13.0,,0.2,0.2,0.4,.026,,-2.7,-1.8,-4.4,-0.4
408,Hollis Thompson\thompho01,SG,25,TOT,34,621,8.3,.501,.459,.141,2.7,12.9,7.8,7.1,1.2,0.8,5.7,13.4,,0.2,0.5,0.7,.052,,-2.6,-0.7,-3.2,-0.2
408,Hollis Thompson\thompho01,SG,25,PHI,31,561,9.0,.510,.447,.126,2.9,13.3,8.1,7.1,1.2,0.9,5.1,13.7,,0.3,0.5,0.7,.062,,-2.2,-0.6,-2.8,-0.1
408,Hollis Thompson\thompho01,SG,25,NOP,3,60,1.5,.392,.636,.364,0.0,8.9,4.4,6.7,0.8,0.0,13.6,10.9,,-0.1,0.0,-0.1,-0.044,,-5.9,-1.3,-7.3,-0.1
409,Klay Thompson\thompkl01,SG,26,GSW,57,1942,17.1,.597,.459,.166,2.3,9.2,6.0,9.3,1.1,1.0,8.8,25.5,,3.0,2.0,5.0,.124,,2.2,-2.2,0.0,1.0
410,Tristan Thompson\thomptr01,C,25,CLE,58,1748,15.5,.588,.009,.517,14.1,21.3,17.8,4.3,0.9,3.1,10.5,11.3,,3.7,2.1,5.8,.159,,-0.1,1.9,1.8,1.7
411,Marcus Thornton\thornma01,SG,29,WAS,33,575,10.4,.494,.381,.129,4.4,10.5,7.5,9.9,1.6,0.4,10.1,18.9,,0.1,0.5,0.6,.049,,-1.8,-1.5,-3.2,-0.2
412,Mike Tobey\tobeymi01,C,22,CHO,2,25,-0.1,.250,.000,.000,8.7,4.3,6.5,5.4,0.0,0.0,20.0,8.9,,0.0,0.0,0.0,-0.063,,-7.3,-1.1,-8.4,0.0
413,Anthony Tolliver\tollian01,PF,31,SAC,48,1114,10.9,.597,.669,.222,4.7,14.4,9.6,6.6,1.3,0.9,13.5,13.2,,1.1,0.7,1.7,.075,,0.0,-0.8,-0.8,0.3
414,Karl-Anthony Towns\townska01,C,21,MIN,60,2194,25.0,.600,.183,.295,11.3,27.6,19.3,14.2,0.9,3.4,11.9,27.5,,6.3,2.3,8.7,.190,,3.9,0.8,4.7,3.7
415,P.J. Tucker\tuckepj01,SF,31,TOT,60,1703,10.8,.518,.377,.229,6.3,17.4,11.6,6.2,2.6,0.7,11.5,11.2,,1.2,1.5,2.7,.076,,-0.6,1.6,1.0,1.3
415,P.J. Tucker\tuckepj01,SF,31,PHO,57,1627,10.8,.518,.385,.218,6.1,17.5,11.6,6.2,2.6,0.7,11.8,11.4,,1.1,1.4,2.5,.073,,-0.6,1.6,1.0,1.2
415,P.J. Tucker\tuckepj01,SF,31,TOR,3,76,12.3,.514,.100,.600,8.9,15.0,11.9,5.2,3.3,0.0,0.0,7.4,,0.1,0.1,0.2,.145,,0.1,1.7,1.8,0.1
416,Evan Turner\turneev01,SG,28,POR,50,1311,12.2,.504,.222,.184,2.2,14.0,8.1,19.5,1.6,1.1,14.2,18.8,,0.3,0.7,1.0,.037,,-2.0,-0.5,-2.4,-0.1
417,Myles Turner\turnemy01,C,20,IND,59,1825,19.3,.597,.146,.375,5.8,19.8,12.9,6.0,1.4,6.0,9.6,20.7,,3.3,2.5,5.9,.154,,-0.1,2.0,2.0,1.8
418,Beno Udrih\udrihbe01,PG,34,DET,30,420,15.3,.527,.187,.173,1.3,8.9,5.0,32.8,0.8,0.0,12.9,19.7,,0.6,0.3,0.9,.106,,-0.5,-2.6,-3.1,-0.1
419,Tyler Ulis\ulisty01,PG,21,PHO,38,351,9.3,.438,.153,.122,2.8,6.2,4.4,22.2,2.9,0.2,17.4,20.1,,-0.4,0.2,-0.2,-0.027,,-4.0,-1.8,-5.9,-0.3
420,Jonas Valanciunas\valanjo01,C,24,TOR,58,1540,19.7,.597,.000,.309,12.2,29.3,20.6,4.3,0.9,2.4,12.1,19.6,,3.5,2.0,5.5,.171,,-0.7,-0.6,-1.2,0.3
421,Denzel Valentine\valende01,SG,23,CHI,34,455,7.6,.484,.716,.075,0.7,13.8,7.2,9.2,2.2,0.5,14.3,15.4,,-0.3,0.5,0.2,.026,,-2.4,-0.4,-2.9,-0.1
422,Fred VanVleet\vanvlfr01,PG,22,TOR,22,153,13.7,.457,.286,.175,2.2,14.2,8.1,17.6,3.3,0.6,5.6,20.9,,0.1,0.2,0.3,.088,,-1.1,-0.4,-1.5,0.0
423,Anderson Varejao\varejan01,C,34,GSW,14,92,9.4,.478,.000,.786,15.4,16.7,16.1,12.8,1.6,2.6,29.8,12.5,,0.0,0.1,0.2,.098,,-3.0,2.5,-0.5,0.0
424,Greivis Vasquez\vasqugr01,PG,30,BRK,3,39,4.1,.376,.375,.375,0.0,5.3,2.7,17.5,1.2,1.9,9.7,11.3,,0.0,0.0,0.0,-0.014,,-5.7,-1.9,-7.7,-0.1
425,Rashad Vaughn\vaughra01,SG,20,MIL,26,295,8.0,.456,.596,.020,0.4,12.7,6.6,5.3,2.2,1.8,6.5,16.3,,-0.2,0.3,0.0,.003,,-3.2,-1.4,-4.6,-0.2
426,Noah Vonleh\vonleno01,PF,21,POR,50,670,8.3,.467,.128,.301,10.7,23.8,17.2,2.3,1.1,2.2,18.5,14.2,,-0.4,0.6,0.2,.013,,-5.8,-1.1,-6.8,-0.8
427,Nikola Vucevic\vucevni01,C,26,ORL,57,1630,18.6,.498,.072,.167,8.2,31.0,19.3,17.1,1.7,2.8,10.7,24.7,,0.4,2.5,2.9,.085,,-1.6,2.6,0.9,1.2
428,Sasha Vujacic\vujacsa01,SG,32,NYK,30,235,8.4,.462,.582,.224,1.4,13.7,7.5,13.4,1.9,0.7,12.0,15.3,,0.0,0.1,0.1,.027,,-2.6,-1.5,-4.1,-0.1
429,Dwyane Wade\wadedw01,SG,35,CHI,50,1524,20.0,.512,.151,.299,3.9,12.7,8.2,23.3,2.6,1.9,10.4,29.9,,1.5,1.9,3.5,.109,,1.4,0.6,2.0,1.5
430,Dion Waiters\waitedi01,SG,25,MIA,37,1144,14.2,.500,.307,.191,1.4,11.0,6.2,24.0,1.6,1.2,12.5,26.2,,0.0,1.2,1.2,.050,,-0.3,-0.6,-0.9,0.3
431,Kemba Walker\walkeke02,PG,26,CHO,58,2005,20.9,.573,.387,.263,1.9,10.8,6.4,28.9,1.7,0.6,10.5,28.6,,4.0,2.0,6.1,.145,,4.9,-1.1,3.8,2.9
432,John Wall\walljo01,PG,26,WAS,55,2017,23.0,.540,.187,.350,2.5,11.1,6.9,46.8,2.8,1.4,17.0,30.7,,3.7,2.5,6.3,.149,,3.5,0.6,4.1,3.1
